LOCATION,Country,TIME,Time,School_Life_Expectancy,sex
40041,High income countries,2020,2020,16.97528,Female
40041,High income countries,2021,2021,17.08529,Female
40041,High income countries,2022,2022,17.11136,Female
ISR,Israel,2017,2017,14.43557,Female
ISR,Israel,2018,2018,14.36696,Female
ISR,Israel,2019,2019,14.23538,Female
ISR,Israel,2020,2020,14.30548,Female
ISR,Israel,2021,2021,14.49588,Female
PSE,Palestine,2017,2017,12.65168,Female
PSE,Palestine,2018,2018,12.62984,Female
PSE,Palestine,2019,2019,12.5719,Female
PSE,Palestine,2020,2020,12.50302,Female
PSE,Palestine,2021,2021,12.44565,Female
PSE,Palestine,2022,2022,12.35841,Female
BEL,Belgium,2017,2017,18.78293,Female
BEL,Belgium,2018,2018,18.59174,Female
BEL,Belgium,2019,2019,18.54634,Female
BEL,Belgium,2020,2020,18.26886,Female
BEL,Belgium,2021,2021,17.99295,Female
CYP,Cyprus,2017,2017,15.74377,Female
CYP,Cyprus,2018,2018,15.78167,Female
CYP,Cyprus,2019,2019,16.07844,Female
CYP,Cyprus,2020,2020,16.38664,Female
CYP,Cyprus,2021,2021,16.64412,Female
TZA,United Republic of Tanzania,2017,2017,7.94102,Female
TZA,United Republic of Tanzania,2019,2019,8.63881,Female
TZA,United Republic of Tanzania,2021,2021,8.45033,Female
PAK,Pakistan,2017,2017,6.33755,Female
PAK,Pakistan,2018,2018,6.61825,Female
PAK,Pakistan,2019,2019,7.06352,Female
40603,Northern Africa,2017,2017,12.09423,Female
40603,Northern Africa,2018,2018,12.31721,Female
40603,Northern Africa,2019,2019,12.48806,Female
40603,Northern Africa,2020,2020,12.58339,Female
40603,Northern Africa,2021,2021,12.66585,Female
40550,Small Island Developing States,2017,2017,11.52341,Female
40550,Small Island Developing States,2018,2018,11.57059,Female
40550,Small Island Developing States,2019,2019,11.62405,Female
40550,Small Island Developing States,2020,2020,11.55884,Female
40550,Small Island Developing States,2021,2021,11.37839,Female
KOR,Republic of Korea,2017,2017,15.87677,Female
KOR,Republic of Korea,2018,2018,15.89699,Female
KOR,Republic of Korea,2019,2019,15.94014,Female
KOR,Republic of Korea,2020,2020,15.96579,Female
KOR,Republic of Korea,2021,2021,16.13556,Female
KOR,Republic of Korea,2022,2022,16.28393,Female
AUT,Austria,2017,2017,16.31935,Female
AUT,Austria,2018,2018,16.37926,Female
AUT,Austria,2019,2019,16.45075,Female
AUT,Austria,2020,2020,16.52214,Female
AUT,Austria,2021,2021,16.8385,Female
GBR,United Kingdom of Great Britain and Northern Ireland,2017,2017,16.87508,Female
GBR,United Kingdom of Great Britain and Northern Ireland,2018,2018,16.60564,Female
GBR,United Kingdom of Great Britain and Northern Ireland,2019,2019,16.60697,Female
GBR,United Kingdom of Great Britain and Northern Ireland,2020,2020,16.5761,Female
GBR,United Kingdom of Great Britain and Northern Ireland,2021,2021,17.05068,Female
GBR,United Kingdom of Great Britain and Northern Ireland,2022,2022,16.91354,Female
40613,South-Eastern Asia,2017,2017,12.89071,Female
40613,South-Eastern Asia,2018,2018,12.9014,Female
40613,South-Eastern Asia,2019,2019,12.97691,Female
40613,South-Eastern Asia,2020,2020,12.95962,Female
40613,South-Eastern Asia,2021,2021,13.12892,Female
GEO,Georgia,2017,2017,15.81172,Female
GEO,Georgia,2018,2018,16.01951,Female
GEO,Georgia,2019,2019,16.29449,Female
GEO,Georgia,2020,2020,16.15139,Female
GEO,Georgia,2021,2021,16.39154,Female
GEO,Georgia,2022,2022,16.46576,Female
40614,Western Asia,2017,2017,13.27681,Female
40614,Western Asia,2018,2018,13.39549,Female
40614,Western Asia,2019,2019,13.49214,Female
40614,Western Asia,2020,2020,13.55768,Female
40614,Western Asia,2021,2021,13.67535,Female
40614,Western Asia,2022,2022,13.71846,Female
MKD,North Macedonia,2017,2017,13.42986,Female
MKD,North Macedonia,2018,2018,13.29535,Female
MKD,North Macedonia,2019,2019,13.13639,Female
MKD,North Macedonia,2020,2020,13.14543,Female
MKD,North Macedonia,2021,2021,13.429,Female
MKD,North Macedonia,2022,2022,13.57856,Female
RWA,Rwanda,2017,2017,11.1531,Female
RWA,Rwanda,2018,2018,10.81149,Female
RWA,Rwanda,2019,2019,10.88945,Female
RWA,Rwanda,2022,2022,11.49433,Female
ECU,Ecuador,2018,2018,15.01103,Female
ECU,Ecuador,2019,2019,14.77847,Female
ECU,Ecuador,2020,2020,15.30182,Female
BLZ,Belize,2017,2017,12.94362,Female
BLZ,Belize,2018,2018,12.99148,Female
BLZ,Belize,2019,2019,12.97905,Female
BLZ,Belize,2020,2020,12.79092,Female
BLZ,Belize,2021,2021,12.55363,Female
BLZ,Belize,2022,2022,12.05408,Female
PRT,Portugal,2017,2017,16.2926,Female
PRT,Portugal,2018,2018,16.33828,Female
PRT,Portugal,2019,2019,16.41724,Female
PRT,Portugal,2020,2020,16.46873,Female
PRT,Portugal,2021,2021,16.57933,Female
LCA,Saint Lucia,2017,2017,14.73552,Female
LCA,Saint Lucia,2018,2018,14.57681,Female
LCA,Saint Lucia,2019,2019,13.31603,Female
LCA,Saint Lucia,2020,2020,13.29777,Female
LCA,Saint Lucia,2022,2022,13.43453,Female
AZE,Azerbaijan,2018,2018,13.43628,Female
AZE,Azerbaijan,2019,2019,13.64858,Female
AZE,Azerbaijan,2020,2020,12.72765,Female
AZE,Azerbaijan,2021,2021,12.73447,Female
AZE,Azerbaijan,2022,2022,12.67574,Female
ROU,Romania,2017,2017,13.85111,Female
ROU,Romania,2018,2018,13.94508,Female
ROU,Romania,2019,2019,13.97002,Female
ROU,Romania,2020,2020,14.82732,Female
ROU,Romania,2021,2021,13.99918,Female
VAT,Holy See,2017,2017,,Female
VAT,Holy See,2018,2018,,Female
VAT,Holy See,2019,2019,,Female
VAT,Holy See,2020,2020,,Female
VAT,Holy See,2021,2021,,Female
VAT,Holy See,2022,2022,,Female
VAT,Holy See,2023,2023,,Female
MLT,Malta,2017,2017,15.91905,Female
MLT,Malta,2018,2018,16.10957,Female
MLT,Malta,2019,2019,16.1382,Female
MLT,Malta,2020,2020,16.16622,Female
MLT,Malta,2021,2021,16.61197,Female
MLT,Malta,2022,2022,16.62427,Female
ISL,Iceland,2017,2017,17.68963,Female
ISL,Iceland,2018,2018,17.47699,Female
ISL,Iceland,2019,2019,17.1559,Female
ISL,Iceland,2020,2020,17.1394,Female
ISL,Iceland,2021,2021,17.83466,Female
NLD,Netherlands,2017,2017,18.65835,Female
NLD,Netherlands,2018,2018,18.55822,Female
NLD,Netherlands,2020,2020,18.70557,Female
NLD,Netherlands,2021,2021,18.94419,Female
BFA,Burkina Faso,2017,2017,8.84923,Female
BFA,Burkina Faso,2018,2018,9.14273,Female
BFA,Burkina Faso,2019,2019,9.04479,Female
BFA,Burkina Faso,2020,2020,8.84642,Female
BFA,Burkina Faso,2021,2021,8.72078,Female
BFA,Burkina Faso,2022,2022,8.00153,Female
LTU,Lithuania,2017,2017,16.38776,Female
LTU,Lithuania,2018,2018,16.29754,Female
LTU,Lithuania,2019,2019,16.01029,Female
LTU,Lithuania,2020,2020,15.84598,Female
LTU,Lithuania,2021,2021,15.7969,Female
ESP,Spain,2017,2017,17.90936,Female
ESP,Spain,2018,2018,17.98947,Female
ESP,Spain,2019,2019,18.02186,Female
ESP,Spain,2020,2020,18.03096,Female
ESP,Spain,2021,2021,18.43926,Female
DNK,Denmark,2017,2017,18.21694,Female
DNK,Denmark,2018,2018,18.1355,Female
DNK,Denmark,2019,2019,18.04604,Female
DNK,Denmark,2020,2020,18.04153,Female
DNK,Denmark,2021,2021,18.19271,Female
DNK,Denmark,2022,2022,18.10002,Female
LVA,Latvia,2017,2017,15.77667,Female
LVA,Latvia,2018,2018,15.81379,Female
LVA,Latvia,2019,2019,15.91833,Female
LVA,Latvia,2020,2020,15.89343,Female
LVA,Latvia,2021,2021,15.89213,Female
LVA,Latvia,2022,2022,15.74544,Female
40640,Northern America ,2017,2017,17.26617,Female
40640,Northern America ,2018,2018,17.24803,Female
40640,Northern America ,2019,2019,17.2684,Female
40640,Northern America ,2020,2020,17.24871,Female
40640,Northern America ,2021,2021,17.19686,Female
40640,Northern America ,2022,2022,17.25669,Female
40540,Sub-Saharan Africa,2017,2017,9.66575,Female
40515,East Asia and the Pacific,2017,2017,13.39933,Female
40515,East Asia and the Pacific,2018,2018,13.48616,Female
40515,East Asia and the Pacific,2019,2019,13.63118,Female
40515,East Asia and the Pacific,2020,2020,13.84135,Female
40515,East Asia and the Pacific,2021,2021,14.09095,Female
40515,East Asia and the Pacific,2022,2022,14.28085,Female
KAZ,Kazakhstan,2017,2017,13.93867,Female
KAZ,Kazakhstan,2018,2018,14.09527,Female
KAZ,Kazakhstan,2019,2019,14.31106,Female
KAZ,Kazakhstan,2020,2020,14.61164,Female
BGR,Bulgaria,2017,2017,14.887,Female
BGR,Bulgaria,2018,2018,14.70811,Female
BGR,Bulgaria,2019,2019,14.52337,Female
BGR,Bulgaria,2020,2020,14.29481,Female
BGR,Bulgaria,2021,2021,14.12745,Female
DZA,Algeria,2022,2022,16.26418,Female
SWE,Sweden,2017,2017,17.86141,Female
SWE,Sweden,2018,2018,17.77835,Female
SWE,Sweden,2019,2019,17.32243,Female
SWE,Sweden,2020,2020,17.30953,Female
SWE,Sweden,2021,2021,17.51425,Female
SWE,Sweden,2022,2022,17.38843,Female
TGO,Togo,2017,2017,13.62176,Female
ARE,United Arab Emirates,2017,2017,16.01968,Female
ARE,United Arab Emirates,2020,2020,19.75328,Female
40616,Southern Asia,2017,2017,11.16549,Female
40616,Southern Asia,2018,2018,10.99643,Female
40616,Southern Asia,2019,2019,10.99246,Female
40616,Southern Asia,2020,2020,11.31686,Female
40616,Southern Asia,2021,2021,11.53943,Female
40616,Southern Asia,2022,2022,11.88714,Female
ARG,Argentina,2017,2017,19.27321,Female
ARG,Argentina,2018,2018,19.31156,Female
ARG,Argentina,2019,2019,19.63069,Female
ARG,Argentina,2020,2020,20.03861,Female
ARG,Argentina,2021,2021,20.9149,Female
NZL,New Zealand,2017,2017,17.55066,Female
NZL,New Zealand,2018,2018,17.32427,Female
NZL,New Zealand,2019,2019,18.90193,Female
NZL,New Zealand,2020,2020,18.67567,Female
NZL,New Zealand,2021,2021,19.19735,Female
IRL,Ireland,2017,2017,18.79073,Female
IRL,Ireland,2018,2018,20.23127,Female
IRL,Ireland,2019,2019,19.2366,Female
IRL,Ireland,2020,2020,19.22914,Female
IRL,Ireland,2021,2021,19.4758,Female
CIV,Côte d'Ivoire,2017,2017,8.68615,Female
CIV,Côte d'Ivoire,2019,2019,9.27916,Female
CIV,Côte d'Ivoire,2020,2020,9.53283,Female
40675,World,2017,2017,12.23558,Female
40675,World,2018,2018,12.16072,Female
40675,World,2019,2019,12.25032,Female
40675,World,2020,2020,12.39123,Female
40675,World,2021,2021,12.48,Female
40675,World,2022,2022,12.61754,Female
SEN,Senegal,2019,2019,8.47511,Female
SEN,Senegal,2020,2020,8.54503,Female
SEN,Senegal,2021,2021,8.44111,Female
SEN,Senegal,2022,2022,8.42006,Female
CZE,Czechia,2017,2017,17.43717,Female
CZE,Czechia,2018,2018,16.66438,Female
CZE,Czechia,2019,2019,16.66478,Female
CZE,Czechia,2020,2020,16.72308,Female
CZE,Czechia,2021,2021,16.93661,Female
BTN,Bhutan,2018,2018,12.39581,Female
MUS,Mauritius,2017,2017,14.19288,Female
MUS,Mauritius,2018,2018,14.22205,Female
MUS,Mauritius,2019,2019,14.49372,Female
MUS,Mauritius,2020,2020,14.05864,Female
40042,Lower middle income countries,2017,2017,10.99162,Female
40042,Lower middle income countries,2018,2018,10.71183,Female
40042,Lower middle income countries,2019,2019,10.83026,Female
40042,Lower middle income countries,2020,2020,10.97911,Female
40042,Lower middle income countries,2021,2021,11.1111,Female
40042,Lower middle income countries,2022,2022,11.33514,Female
DOM,Dominican Republic,2017,2017,13.76869,Female
DOM,Dominican Republic,2020,2020,13.39978,Female
DOM,Dominican Republic,2021,2021,12.35814,Female
SUR,Suriname,2021,2021,11.33802,Female
PRI,Puerto Rico,2018,2018,18.3609,Female
SGP,Singapore,2017,2017,16.53925,Female
SGP,Singapore,2018,2018,16.6086,Female
SGP,Singapore,2019,2019,16.62373,Female
SGP,Singapore,2020,2020,16.70577,Female
SGP,Singapore,2021,2021,16.81064,Female
TKM,Turkmenistan,2019,2019,12.21359,Female
TKM,Turkmenistan,2020,2020,12.4861,Female
TKM,Turkmenistan,2021,2021,12.93895,Female
TKM,Turkmenistan,2022,2022,13.23245,Female
MHL,Marshall Islands,2019,2019,15.12618,Female
MHL,Marshall Islands,2022,2022,15.80325,Female
SUR,Suriname,2021,2021,10.58965,Female
JPN,Japan,2017,2017,15.3447,Female
JPN,Japan,2018,2018,15.36118,Female
JPN,Japan,2019,2019,15.40706,Female
JPN,Japan,2020,2020,15.42417,Female
JPN,Japan,2021,2021,15.394,Female
JPN,Japan,2017,2017,15.4289,Female
JPN,Japan,2018,2018,15.43761,Female
JPN,Japan,2019,2019,15.4736,Female
JPN,Japan,2020,2020,15.48671,Female
JPN,Japan,2021,2021,15.46965,Female
BIH,Bosnia and Herzegovina,2017,2017,13.98637,Female
BIH,Bosnia and Herzegovina,2018,2018,13.95415,Female
BIH,Bosnia and Herzegovina,2019,2019,13.85529,Female
BIH,Bosnia and Herzegovina,2020,2020,13.6861,Female
BIH,Bosnia and Herzegovina,2021,2021,13.76589,Female
BIH,Bosnia and Herzegovina,2022,2022,13.77554,Female
AND,Andorra,2017,2017,11.89901,Female
AND,Andorra,2018,2018,11.97977,Female
AND,Andorra,2019,2019,11.97283,Female
AND,Andorra,2020,2020,11.94483,Female
AND,Andorra,2021,2021,11.97494,Female
AND,Andorra,2022,2022,12.81063,Female
TCA,Turks and Caicos Islands,2022,2022,14.24106,Female
TCA,Turks and Caicos Islands,2022,2022,12.84343,Female
AND,Andorra,2017,2017,11.96364,Female
AND,Andorra,2018,2018,11.88763,Female
AND,Andorra,2019,2019,11.87524,Female
AND,Andorra,2020,2020,11.87711,Female
AND,Andorra,2021,2021,12.00349,Female
AND,Andorra,2022,2022,12.76506,Female
BIH,Bosnia and Herzegovina,2017,2017,13.29195,Female
BIH,Bosnia and Herzegovina,2018,2018,13.22557,Female
BIH,Bosnia and Herzegovina,2019,2019,13.0525,Female
BIH,Bosnia and Herzegovina,2020,2020,12.84987,Female
BIH,Bosnia and Herzegovina,2021,2021,12.81573,Female
BIH,Bosnia and Herzegovina,2022,2022,12.80608,Female
BDI,Burundi,2017,2017,10.48098,Male
BDI,Burundi,2018,2018,10.14888,Male
NZL,New Zealand,2017,2017,19.38512,Male
NZL,New Zealand,2018,2018,19.33179,Male
NZL,New Zealand,2019,2019,20.03784,Male
NZL,New Zealand,2020,2020,19.70184,Male
NZL,New Zealand,2021,2021,20.16286,Male
40525,Arab States,2017,2017,11.72997,Male
40525,Arab States,2018,2018,11.83803,Male
40525,Arab States,2019,2019,11.96801,Male
40525,Arab States,2020,2020,12.04418,Male
40525,Arab States,2021,2021,12.10455,Male
GTM,Guatemala,2019,2019,10.93928,Male
HKG,"China, Hong Kong Special Administrative Region",2017,2017,16.46075,Male
HKG,"China, Hong Kong Special Administrative Region",2018,2018,16.7917,Male
HKG,"China, Hong Kong Special Administrative Region",2019,2019,16.90179,Male
HKG,"China, Hong Kong Special Administrative Region",2020,2020,17.01898,Male
HKG,"China, Hong Kong Special Administrative Region",2021,2021,17.35923,Male
HKG,"China, Hong Kong Special Administrative Region",2022,2022,17.18582,Male
MHL,Marshall Islands,2019,2019,16.09599,Male
MHL,Marshall Islands,2022,2022,17.01634,Male
40612,Central Asia,2017,2017,12.44171,Male
40612,Central Asia,2018,2018,12.54775,Male
40612,Central Asia,2019,2019,12.72597,Male
40612,Central Asia,2020,2020,12.69859,Male
40612,Central Asia,2021,2021,12.79236,Male
40612,Central Asia,2022,2022,12.82523,Male
ISR,Israel,2017,2017,15.43283,Male
ISR,Israel,2018,2018,15.36837,Male
ISR,Israel,2019,2019,15.35238,Male
ISR,Israel,2020,2020,15.37783,Male
ISR,Israel,2021,2021,15.58276,Male
RUS,Russian Federation,2017,2017,14.63001,Male
RUS,Russian Federation,2018,2018,15.30922,Male
RUS,Russian Federation,2019,2019,15.32356,Male
RUS,Russian Federation,2020,2020,13.42469,Male
RUS,Russian Federation,2021,2021,13.3858,Male
RUS,Russian Federation,2022,2022,13.44124,Male
FIN,Finland,2017,2017,18.58182,Male
FIN,Finland,2018,2018,18.6307,Male
FIN,Finland,2019,2019,18.25285,Male
FIN,Finland,2020,2020,18.17844,Male
FIN,Finland,2021,2021,18.25875,Male
FIN,Finland,2022,2022,18.40107,Male
IND,India,2017,2017,12.17948,Male
IND,India,2018,2018,11.78324,Male
IND,India,2019,2019,11.68172,Male
IND,India,2020,2020,12.17147,Male
IND,India,2021,2021,12.47907,Male
IND,India,2022,2022,12.98404,Male
IND,India,2023,2023,12.94106,Male
CUB,Cuba,2017,2017,13.63932,Male
CUB,Cuba,2018,2018,13.79585,Male
CUB,Cuba,2019,2019,13.86809,Male
CUB,Cuba,2020,2020,13.79964,Male
CUB,Cuba,2021,2021,13.71633,Male
40650,Oceania,2017,2017,16.7843,Male
40650,Oceania,2018,2018,16.20458,Male
40650,Oceania,2019,2019,16.71131,Male
40650,Oceania,2020,2020,16.51216,Male
40650,Oceania,2021,2021,16.66818,Male
40650,Oceania,2022,2022,16.58956,Male
ALB,Albania,2017,2017,15.11301,Male
ALB,Albania,2018,2018,14.84559,Male
ALB,Albania,2019,2019,14.90936,Male
ALB,Albania,2020,2020,14.49291,Male
ALB,Albania,2021,2021,14.28942,Male
ALB,Albania,2022,2022,14.2922,Male
NPL,Nepal,2017,2017,12.97947,Male
NPL,Nepal,2019,2019,13.32362,Male
NPL,Nepal,2020,2020,12.8238,Male
UKR,Ukraine,2017,2017,13.45575,Male
UKR,Ukraine,2018,2018,13.43034,Male
UKR,Ukraine,2019,2019,13.48342,Male
UKR,Ukraine,2020,2020,13.40917,Male
UKR,Ukraine,2021,2021,13.12754,Male
OMN,Oman,2017,2017,13.43154,Male
OMN,Oman,2018,2018,13.50936,Male
OMN,Oman,2019,2019,13.44144,Male
OMN,Oman,2020,2020,12.73187,Male
OMN,Oman,2021,2021,12.58941,Male
40550,Small Island Developing States,2017,2017,11.79623,Male
40550,Small Island Developing States,2018,2018,11.85808,Male
40550,Small Island Developing States,2019,2019,11.95457,Male
40550,Small Island Developing States,2020,2020,11.90644,Male
40550,Small Island Developing States,2021,2021,11.86538,Male
BFA,Burkina Faso,2017,2017,8.37919,Male
BFA,Burkina Faso,2018,2018,8.7515,Male
BFA,Burkina Faso,2019,2019,8.78297,Male
BFA,Burkina Faso,2020,2020,8.7117,Male
BFA,Burkina Faso,2021,2021,8.7512,Male
BFA,Burkina Faso,2022,2022,8.18846,Male
AUS,Australia,2017,2017,21.50828,Male
AUS,Australia,2018,2018,19.86492,Male
AUS,Australia,2019,2019,20.74703,Male
AUS,Australia,2020,2020,20.15477,Male
AUS,Australia,2021,2021,20.19376,Male
AUS,Australia,2022,2022,19.84202,Male
FRA,France,2017,2017,16.08797,Male
FRA,France,2018,2018,16.20206,Male
FRA,France,2019,2019,16.23834,Male
FRA,France,2020,2020,16.33693,Male
FRA,France,2021,2021,16.40241,Male
FRA,France,2022,2022,16.54313,Male
PHL,Philippines,2017,2017,13.21657,Male
PHL,Philippines,2018,2018,13.27168,Male
PHL,Philippines,2019,2019,13.45679,Male
PHL,Philippines,2020,2020,13.21806,Male
HRV,Croatia,2017,2017,16.13627,Male
HRV,Croatia,2018,2018,16.21974,Male
HRV,Croatia,2019,2019,16.30281,Male
HRV,Croatia,2020,2020,16.36845,Male
HRV,Croatia,2021,2021,16.48469,Male
MLI,Mali,2017,2017,7.74829,Male
SYC,Seychelles,2017,2017,14.2504,Male
SYC,Seychelles,2018,2018,14.61841,Male
SYC,Seychelles,2019,2019,14.84438,Male
SYC,Seychelles,2020,2020,14.47248,Male
SYC,Seychelles,2021,2021,15.57924,Male
SYC,Seychelles,2022,2022,15.4465,Male
TKM,Turkmenistan,2019,2019,12.05283,Male
TKM,Turkmenistan,2020,2020,12.39632,Male
TKM,Turkmenistan,2021,2021,12.89954,Male
TKM,Turkmenistan,2022,2022,13.24945,Male
ITA,Italy,2017,2017,16.45614,Male
ITA,Italy,2018,2018,16.61316,Male
ITA,Italy,2019,2019,16.76292,Male
ITA,Italy,2020,2020,16.99852,Male
ITA,Italy,2021,2021,17.14427,Male
BWA,Botswana,2021,2021,11.08065,Male
40334,Least Developed Countries,2017,2017,9.77998,Male
40334,Least Developed Countries,2018,2018,9.94278,Male
40334,Least Developed Countries,2019,2019,10.01267,Male
ARM,Armenia,2018,2018,14.06499,Male
ARM,Armenia,2019,2019,14.26832,Male
ARM,Armenia,2020,2020,14.4081,Male
ARM,Armenia,2021,2021,14.74233,Male
ARM,Armenia,2022,2022,14.81291,Male
URY,Uruguay,2021,2021,18.79311,Male
40620,Europe,2017,2017,15.75054,Male
40620,Europe,2018,2018,15.87223,Male
40620,Europe,2019,2019,15.87684,Male
40620,Europe,2020,2020,15.88114,Male
40620,Europe,2021,2021,15.95818,Male
40620,Europe,2022,2022,15.97113,Male
CHE,Switzerland,2017,2017,16.1849,Male
CHE,Switzerland,2018,2018,16.27742,Male
CHE,Switzerland,2019,2019,16.35109,Male
CHE,Switzerland,2020,2020,16.409,Male
CHE,Switzerland,2021,2021,16.4982,Male
CHE,Switzerland,2022,2022,16.54634,Male
NOR,Norway,2017,2017,17.37583,Male
NOR,Norway,2018,2018,17.45397,Male
NOR,Norway,2019,2019,17.54578,Male
NOR,Norway,2020,2020,17.58493,Male
NOR,Norway,2021,2021,17.80384,Male
BLR,Belarus,2017,2017,14.78567,Male
BLR,Belarus,2018,2018,14.55329,Male
BLR,Belarus,2019,2019,14.38135,Male
BLR,Belarus,2020,2020,14.25777,Male
BLR,Belarus,2021,2021,14.15603,Male
BLR,Belarus,2022,2022,14.04238,Male
ROU,Romania,2017,2017,14.62853,Male
ROU,Romania,2018,2018,14.78753,Male
ROU,Romania,2019,2019,14.8905,Male
ROU,Romania,2020,2020,14.12422,Male
ROU,Romania,2021,2021,15.04965,Male
40030,Middle income countries,2017,2017,12.31231,Male
40030,Middle income countries,2018,2018,12.21778,Male
40030,Middle income countries,2019,2019,12.33165,Male
40030,Middle income countries,2020,2020,12.50958,Male
40030,Middle income countries,2021,2021,12.63608,Male
40030,Middle income countries,2022,2022,12.83192,Male
LIE,Liechtenstein,2017,2017,13.85361,Male
LIE,Liechtenstein,2018,2018,13.67592,Male
LIE,Liechtenstein,2019,2019,14.25338,Male
LIE,Liechtenstein,2020,2020,14.18611,Male
LIE,Liechtenstein,2021,2021,14.36024,Male
UZB,Uzbekistan,2017,2017,12.11688,Male
UZB,Uzbekistan,2018,2018,12.25071,Male
UZB,Uzbekistan,2019,2019,12.41573,Male
UZB,Uzbekistan,2020,2020,12.09179,Male
UZB,Uzbekistan,2021,2021,11.96601,Male
40617,Northern Africa and Western Asia,2017,2017,12.71405,Male
40617,Northern Africa and Western Asia,2018,2018,12.83271,Male
40617,Northern Africa and Western Asia,2019,2019,12.9528,Male
40617,Northern Africa and Western Asia,2020,2020,13.03843,Male
40617,Northern Africa and Western Asia,2021,2021,13.12016,Male
IRN,Iran (Islamic Republic of),2017,2017,14.21577,Male
IRN,Iran (Islamic Republic of),2020,2020,14.16625,Male
QAT,Qatar,2017,2017,12.5171,Male
QAT,Qatar,2018,2018,12.75271,Male
QAT,Qatar,2019,2019,12.62609,Male
QAT,Qatar,2020,2020,12.64909,Male
40505,Central Asia,2017,2017,12.86283,Male
40505,Central Asia,2018,2018,12.9279,Male
40505,Central Asia,2019,2019,13.05528,Male
40505,Central Asia,2020,2020,12.95712,Male
40505,Central Asia,2021,2021,12.99099,Male
40505,Central Asia,2022,2022,13.03535,Male
MDV,Maldives,2019,2019,13.27128,Male
LKA,Sri Lanka,2017,2017,12.95878,Male
LKA,Sri Lanka,2018,2018,13.14461,Male
CPV,Cabo Verde,2017,2017,11.81033,Male
CPV,Cabo Verde,2018,2018,11.57099,Male
LUX,Luxembourg,2017,2017,14.22867,Male
LUX,Luxembourg,2018,2018,14.24567,Male
LUX,Luxembourg,2019,2019,14.25139,Male
LUX,Luxembourg,2020,2020,14.28886,Male
LUX,Luxembourg,2021,2021,14.31557,Male
COL,Colombia,2017,2017,14.99888,Male
COL,Colombia,2018,2018,14.86277,Male
COL,Colombia,2019,2019,14.72452,Male
COL,Colombia,2020,2020,14.47732,Male
COL,Colombia,2021,2021,14.67448,Male
COL,Colombia,2022,2022,14.54108,Male
BRN,Brunei Darussalam,2017,2017,13.64943,Male
BRN,Brunei Darussalam,2018,2018,13.54666,Male
BRN,Brunei Darussalam,2019,2019,13.31603,Male
BRN,Brunei Darussalam,2020,2020,13.25225,Male
PRT,Portugal,2017,2017,16.43869,Male
PRT,Portugal,2018,2018,16.63084,Male
PRT,Portugal,2019,2019,16.78882,Male
PRT,Portugal,2020,2020,16.87392,Male
PRT,Portugal,2021,2021,17.0702,Male
40535,South and West Asia,2017,2017,11.36289,Male
40535,South and West Asia,2018,2018,10.78044,Male
40535,South and West Asia,2019,2019,10.87352,Male
40535,South and West Asia,2020,2020,11.06459,Male
40535,South and West Asia,2021,2021,11.23637,Male
40535,South and West Asia,2022,2022,11.647,Male
40611,Eastern Asia,2017,2017,14.27293,Male
40611,Eastern Asia,2018,2018,14.43825,Male
40611,Eastern Asia,2019,2019,14.73365,Male
40611,Eastern Asia,2020,2020,15.03482,Male
40611,Eastern Asia,2021,2021,15.325,Male
40611,Eastern Asia,2022,2022,15.54384,Male
40043,Upper middle income countries,2017,2017,13.93447,Male
40043,Upper middle income countries,2018,2018,14.03914,Male
40043,Upper middle income countries,2019,2019,14.1499,Male
40043,Upper middle income countries,2020,2020,14.31388,Male
40043,Upper middle income countries,2021,2021,14.47777,Male
40043,Upper middle income countries,2022,2022,14.62304,Male
40530,Central and Eastern Europe,2017,2017,15.97961,Male
40530,Central and Eastern Europe,2018,2018,16.28614,Male
40530,Central and Eastern Europe,2019,2019,16.35302,Male
40530,Central and Eastern Europe,2020,2020,16.38068,Male
40530,Central and Eastern Europe,2021,2021,16.57252,Male
40530,Central and Eastern Europe,2022,2022,16.57471,Male
MMR,Myanmar,2018,2018,11.96912,Male
KGZ,Kyrgyzstan,2017,2017,12.45423,Male
KGZ,Kyrgyzstan,2018,2018,12.33297,Male
KGZ,Kyrgyzstan,2019,2019,12.40438,Male
KGZ,Kyrgyzstan,2020,2020,12.5162,Male
KGZ,Kyrgyzstan,2021,2021,12.83446,Male
TON,Tonga,2020,2020,17.36093,Male
40642,Europe and Northern America,2017,2017,16.74317,Male
40642,Europe and Northern America,2018,2018,16.80888,Male
40642,Europe and Northern America,2019,2019,16.82976,Male
40642,Europe and Northern America,2020,2020,16.82016,Male
40642,Europe and Northern America,2021,2021,16.90605,Male
40642,Europe and Northern America,2022,2022,16.93663,Male
ZAF,South Africa,2017,2017,14.73662,Male
ZAF,South Africa,2018,2018,14.51227,Male
ZAF,South Africa,2019,2019,14.65775,Male
ZAF,South Africa,2020,2020,14.45914,Male
ZAF,South Africa,2021,2021,14.67354,Male
CAN,Canada,2017,2017,15.51483,Male
CAN,Canada,2018,2018,15.465,Male
CAN,Canada,2019,2019,15.45999,Male
CAN,Canada,2020,2020,15.44533,Male
CAN,Canada,2021,2021,15.41637,Male
MAC,"China, Macao Special Administrative Region",2017,2017,15.06247,Male
MAC,"China, Macao Special Administrative Region",2018,2018,14.51895,Male
MAC,"China, Macao Special Administrative Region",2019,2019,14.31397,Male
MAC,"China, Macao Special Administrative Region",2020,2020,14.25944,Male
